timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success,scenario
2026-01-14T15:42:17.881,15d9c3c311d0,1,oneplus_nord_n30,indoor_office,n41,520000,-90.3,5.1,-9.7,0.1029,TCP,1.0,True,66.88733787253965,620.7126402041338,0.0092,0,True,uncongested
2026-01-14T15:42:20.881,15d9c3c311d0,1,oneplus_nord_n30,indoor_office,n41,520000,-89.2,11.9,-7.9,0.1075,QUIC,1.0,True,66.88733787253965,482.8620886779392,0.00966,0,True,uncongested
2026-01-14T15:42:30.661,15d9c3c311d0,1,oneplus_nord_n30,indoor_office,n41,520000,-88.5,8.1,-8.9,0.1235,UDP,1.0,True,66.88733787253965,121.45851023088552,0.01104,0,True,uncongested
2026-01-14T15:42:39.439,15d9c3c311d0,2,oneplus_nord_n30,indoor_office,n41,520000,-87.8,12.4,-10.8,0.0965,TCP,1.0,True,66.38661063538677,165.24906915695087,0.0092,0,True,uncongested
2026-01-14T15:42:45.958,15d9c3c311d0,2,oneplus_nord_n30,indoor_office,n41,520000,-90.1,12.4,-6.2,0.0974,QUIC,1.0,True,66.38661063538677,159.05440844790817,0.00966,0,True,uncongested
2026-01-14T15:42:56.740,15d9c3c311d0,2,oneplus_nord_n30,indoor_office,n41,520000,-91.2,10.5,-7.7,0.0975,UDP,1.0,False,66.38661063538677,120.39724432341808,0.01104,0,True,uncongested
2026-01-14T15:43:05.429,15d9c3c311d0,3,oneplus_nord_n30,indoor_office,n41,520000,-88.9,7.7,-9.8,0.1026,TCP,1.0,True,66.69886574692688,163.05863587334343,0.0092,0,True,uncongested
2026-01-14T15:43:11.281,15d9c3c311d0,3,oneplus_nord_n30,indoor_office,n41,520000,-91.1,11.0,-10.8,0.11,QUIC,1.0,True,66.69886574692688,151.0324609568848,0.00966,0,True,uncongested
2026-01-14T15:43:21.983,15d9c3c311d0,3,oneplus_nord_n30,indoor_office,n41,520000,-89.4,13.8,-8.5,0.1089,UDP,1.0,True,66.69886574692688,122.7601397228131,0.01104,0,True,uncongested
2026-01-14T15:43:29.031,15d9c3c311d0,4,oneplus_nord_n30,indoor_office,n41,520000,-90.6,11.8,-10.9,0.0987,TCP,1.0,True,66.42670198023315,152.97019019566503,0.0092,0,True,uncongested
2026-01-14T15:43:32.783,15d9c3c311d0,4,oneplus_nord_n30,indoor_office,n41,520000,-88.0,11.8,-9.3,0.0977,QUIC,1.0,True,66.42670198023315,158.6769411641081,0.00966,0,True,uncongested
2026-01-14T15:43:41.158,15d9c3c311d0,4,oneplus_nord_n30,indoor_office,n41,520000,-88.1,11.0,-11.2,0.0977,UDP,1.0,False,66.42670198023315,120.33415568502564,0.01104,0,True,uncongested
2026-01-14T15:43:50.859,15d9c3c311d0,5,oneplus_nord_n30,indoor_office,n41,520000,-91.5,6.6,-11.8,0.1024,TCP,1.0,True,66.29135003929609,157.31478897002728,0.0092,0,True,uncongested
2026-01-14T15:44:02.537,15d9c3c311d0,5,oneplus_nord_n30,indoor_office,n41,520000,-92.5,8.0,-12.9,0.092,QUIC,1.0,True,66.29135003929609,148.42161807021247,0.00966,0,True,uncongested
2026-01-14T15:44:07.202,15d9c3c311d0,5,oneplus_nord_n30,indoor_office,n41,520000,-89.6,9.9,-6.6,0.0962,UDP,1.0,False,66.29135003929609,117.21972373269126,0.01104,0,True,uncongested
2026-01-14T15:44:18.900,15d9c3c311d0,6,oneplus_nord_n30,indoor_office,n41,520000,-90.9,8.3,-10.4,0.0331,TCP,1.0,False,64.29232335193481,147.23645822259593,0.0092,0,True,uncongested
2026-01-14T15:44:28.318,15d9c3c311d0,6,oneplus_nord_n30,indoor_office,n41,520000,-93.4,11.2,-7.8,0.0375,QUIC,1.0,True,64.29232335193481,146.7863622748214,0.00966,0,True,uncongested
