timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success
2026-01-06T19:29:32.127,600d968694f3,1,pixel_9,residential,n71,123400,-109.5,-4.3,-14.8,0.0504,TCP,1.0,True,100.13155632269986,922.0997938622376,0.0162354527769326,0,True
2026-01-06T19:29:40.878,600d968694f3,1,pixel_9,residential,n71,123400,-109.5,0.1,-16.3,0.029,QUIC,1.0,False,100.13155632269986,786.5101525924666,0.0170472254157792,0,True
2026-01-06T19:29:50.417,600d968694f3,1,pixel_9,residential,n71,123400,-109.5,-1.1,-10.6,0.0623,UDP,1.0,True,100.13155632269986,120.05721835217584,0.0194825433323191,0,True
2026-01-06T19:29:58.552,600d968694f3,2,pixel_9,residential,n71,123400,-107.7,-1.6,-10.9,0.0642,TCP,1.0,True,96.69073569134386,178.58723553100103,0.0155835078152019,0,True
2026-01-06T19:30:07.985,600d968694f3,2,pixel_9,residential,n71,123400,-107.7,-2.5,-9.8,0.0111,QUIC,1.0,True,96.69073569134386,165.81451088090066,0.016362683205962,0,True
2026-01-06T19:30:14.013,600d968694f3,2,pixel_9,residential,n71,123400,-107.7,2.6,-13.3,0.0761,UDP,1.0,True,96.69073569134386,114.83826930046294,0.0187002093782423,0,True
2026-01-06T19:30:22.836,600d968694f3,3,pixel_9,residential,n71,123400,-107.0,1.8,-12.1,0.029,TCP,1.0,True,95.35820924210684,429.5345742795903,0.015331029119557,1,True
2026-01-06T19:30:28.164,600d968694f3,3,pixel_9,residential,n71,123400,-107.0,0.3,-11.3,0.0457,QUIC,1.0,True,95.35820924210684,179.67616953379255,0.0160975805755349,0,True
2026-01-06T19:30:33.235,600d968694f3,3,pixel_9,residential,n71,123400,-107.0,0.3,-11.0,0.025,UDP,1.0,True,95.35820924210684,123.04365555943768,0.0183972349434685,0,True
2026-01-06T19:30:43.008,600d968694f3,4,pixel_9,residential,n71,123400,-106.3,1.8,-13.3,0.0713,TCP,1.0,True,93.96956513562758,269.0555148101011,0.0150679176046452,0,True
2026-01-06T19:30:47.617,600d968694f3,4,pixel_9,residential,n71,123400,-106.3,4.6,-14.2,0.0385,QUIC,1.0,True,93.96956513562758,158.6400007073969,0.0158213134848774,0,True
2026-01-06T19:30:59.183,600d968694f3,4,pixel_9,residential,n71,123400,-106.3,0.0,-12.8,0.031,UDP,1.0,True,93.96956513562758,117.52348537916484,0.0180815011255742,0,True
2026-01-06T19:31:03.059,600d968694f3,5,pixel_9,residential,n71,123400,-108.3,-3.5,-14.1,0.0607,TCP,1.0,True,97.72922986877494,186.81324573006785,0.0989013756651552,0,True
2026-01-06T19:31:10.605,600d968694f3,5,pixel_9,residential,n71,123400,-108.3,-0.0,-14.6,0.059,QUIC,1.0,True,97.72922986877494,170.69948468789818,0.1038464444484129,0,True
2026-01-06T19:31:22.304,600d968694f3,5,pixel_9,residential,n71,123400,-108.3,1.4,-12.1,0.0288,UDP,1.0,True,97.72922986877494,116.11432780837686,0.1186816507981862,0,True
2026-01-06T19:31:27.332,600d968694f3,6,pixel_9,residential,n71,123400,-108.7,-0.1,-14.1,0.0618,TCP,1.0,True,98.47826541525896,202.8683227335624,0.09961098828814,0,True
2026-01-06T19:31:35.163,600d968694f3,6,pixel_9,residential,n71,123400,-108.7,-0.4,-14.6,0.0415,QUIC,1.0,True,98.47826541525896,176.04106918621562,0.104591537702547,0,True
2026-02-11T17:17:09.639,1c70b1b5e71c,6,pixel_5,outdoor_urban,n77,646666,-108.7,0.8,-15.8,0.0573,UDP,1.0,True,98.47826541525896,114.77746019256624,0.119533185945768,0,True
2026-02-11T17:17:16.822,1c70b1b5e71c,7,pixel_5,outdoor_urban,n77,646666,-106.5,-2.1,-10.3,0.0547,TCP,1.0,True,94.43393890452026,166.90600022889714,0.015155904213488,0,True
2026-02-11T17:17:26.838,1c70b1b5e71c,7,pixel_5,outdoor_urban,n77,646666,-106.5,2.7,-14.1,0.065,QUIC,1.0,True,94.43393890452026,159.79746463423487,0.0159136994241624,0,True
2026-02-11T17:17:33.956,1c70b1b5e71c,7,pixel_5,outdoor_urban,n77,646666,-106.5,3.8,-12.0,0.0755,UDP,1.0,True,94.43393890452026,113.16161775966664,0.0181870850561856,0,True
2026-02-11T17:17:37.636,1c70b1b5e71c,8,pixel_5,outdoor_urban,n77,646666,-106.9,-2.7,-11.6,0.0707,TCP,1.0,True,95.16349598558097,176.16806853386674,0.0152941360814784,0,True
2026-02-11T17:17:48.779,1c70b1b5e71c,8,pixel_5,outdoor_urban,n77,646666,-106.9,4.3,-8.8,0.0241,QUIC,1.0,False,95.16349598558097,208.34900992343552,0.0160588428855524,0,True
2026-02-11T17:18:00.699,1c70b1b5e71c,8,pixel_5,outdoor_urban,n77,646666,-106.9,1.6,-12.1,0.0526,UDP,1.0,True,95.16349598558097,112.99675731032588,0.0183529632977741,0,True
2026-02-11T17:18:06.705,1c70b1b5e71c,9,pixel_5,outdoor_urban,n77,646666,-106.5,-2.3,-14.7,0.0712,TCP,1.0,False,94.3582109329002,170.30541734847975,0.0151415557557074,0,True
2026-02-11T17:18:18.039,1c70b1b5e71c,9,pixel_5,outdoor_urban,n77,646666,-106.5,-2.8,-15.2,0.0642,QUIC,1.0,True,94.3582109329002,199.59627761641505,0.0158986335434927,0,True
2026-02-11T17:18:28.772,1c70b1b5e71c,9,pixel_5,outdoor_urban,n77,646666,-106.5,3.5,-12.6,0.0349,UDP,1.0,True,94.3582109329002,114.449260277476,0.0181698669068488,0,True
2026-02-11T17:18:38.968,1c70b1b5e71c,10,pixel_5,outdoor_urban,n77,646666,-108.7,2.1,-14.3,0.0586,TCP,1.0,True,98.58955410410536,186.67613293699333,0.0159432839355147,0,True
2026-02-11T17:18:44.654,1c70b1b5e71c,10,pixel_5,outdoor_urban,n77,646666,-108.7,-4.5,-10.8,0.0672,QUIC,1.0,True,98.58955410410536,302.8648215268016,0.0167404481322904,1,True
2026-02-11T17:18:48.179,1c70b1b5e71c,10,pixel_5,outdoor_urban,n77,646666,-108.7,4.2,-16.3,0.0569,UDP,1.0,True,98.58955410410536,119.27720785492608,0.0191319407226176,0,True
2026-02-11T17:18:54.428,1c70b1b5e71c,11,pixel_5,outdoor_urban,n77,646666,-109.3,0.8,-11.9,0.0664,TCP,1.0,False,99.66232820489742,189.4721837737233,0.0161465463967174,0,True
2026-02-11T17:19:04.942,1c70b1b5e71c,11,pixel_5,outdoor_urban,n77,646666,-109.3,5.3,-14.4,0.0563,QUIC,1.0,True,99.66232820489742,275.0220860277843,0.0169538737165532,0,True
2026-02-11T17:19:09.542,1c70b1b5e71c,11,pixel_5,outdoor_urban,n77,646666,-109.3,2.3,-12.4,0.0613,UDP,1.0,True,99.66232820489742,118.15378242079684,0.0193758556760608,0,True
2026-02-11T17:19:20.817,1c70b1b5e71c,12,pixel_5,outdoor_urban,n77,646666,-110.6,0.4,-11.0,0.0544,TCP,1.0,True,102.1609553437452,187.11538366554447,0.0166199704861833,0,True
2026-02-11T17:19:32.020,1c70b1b5e71c,12,pixel_5,outdoor_urban,n77,646666,-110.6,1.5,-15.6,0.0589,QUIC,1.0,True,102.1609553437452,177.76852841603952,0.0174509690104924,0,True
2026-02-11T17:19:44.099,1c70b1b5e71c,12,pixel_5,outdoor_urban,n77,646666,-110.6,-2.1,-14.0,0.0644,UDP,1.0,True,102.1609553437452,118.56268344118077,0.0199439645834199,0,True
2026-02-11T17:19:53.958,1c70b1b5e71c,13,pixel_5,outdoor_urban,n77,646666,-106.2,5.6,-10.8,0.0219,TCP,1.0,True,93.82346614422278,182.34601731106807,0.0150402356904843,0,True
2026-02-11T17:20:00.848,1c70b1b5e71c,13,pixel_5,outdoor_urban,n77,646666,-106.2,-0.4,-11.5,0.0284,QUIC,1.0,True,93.82346614422278,161.73847890559148,0.0157922474750085,0,True
2026-02-11T17:20:10.777,1c70b1b5e71c,13,pixel_5,outdoor_urban,n77,646666,-106.2,2.1,-8.9,0.0771,UDP,1.0,True,93.82346614422278,114.62788682617804,0.0180482828285811,0,True
2026-02-11T17:20:14.786,1c70b1b5e71c,14,pixel_5,outdoor_urban,n77,646666,-106.4,7.8,-9.9,0.0339,TCP,1.0,True,94.18205231670112,345.3431253032116,0.0955408916684536,1,True
2026-02-11T17:20:19.522,1c70b1b5e71c,14,pixel_5,outdoor_urban,n77,646666,-106.4,2.6,-9.7,0.0198,QUIC,1.0,True,94.18205231670112,368.1094599617263,0.1003179362518763,1,True
2026-02-11T17:20:27.785,1c70b1b5e71c,14,pixel_5,outdoor_urban,n77,646666,-106.4,5.8,-9.9,0.0535,UDP,1.0,True,94.18205231670112,112.86328582071538,0.1146490700021444,0,True
2026-02-11T17:20:33.482,1c70b1b5e71c,15,pixel_5,outdoor_urban,n77,646666,-107.0,0.8,-14.2,0.0494,TCP,1.0,True,95.24108522875568,258.1992838910171,0.0965441860061895,0,True
2026-02-11T17:20:43.607,1c70b1b5e71c,15,pixel_5,outdoor_urban,n77,646666,-107.0,0.8,-16.3,0.0637,QUIC,1.0,True,95.24108522875568,259.2174988143256,0.101371395306499,0,True
2026-02-11T17:20:46.783,1c70b1b5e71c,15,pixel_5,outdoor_urban,n77,646666,-107.0,1.8,-12.9,0.0573,UDP,1.0,True,95.24108522875568,114.75829009705988,0.1158530232074274,0,True
2026-02-11T17:20:52.603,1c70b1b5e71c,16,pixel_5,outdoor_urban,n77,646666,-106.5,-3.9,-14.2,0.0574,TCP,1.0,True,94.27763393236862,193.9227318257012,0.0956314426727702,0,True
2026-02-11T17:20:57.598,1c70b1b5e71c,16,pixel_5,outdoor_urban,n77,646666,-106.5,1.0,-9.5,0.0372,QUIC,1.0,True,94.27763393236862,598.5801814157012,0.1004130148064087,2,True
2026-02-11T17:21:07.473,1c70b1b5e71c,16,pixel_5,outdoor_urban,n77,646666,-106.5,6.2,-12.0,0.0591,UDP,1.0,True,94.27763393236862,114.40483773835082,0.1147577312073243,0,True
2026-02-11T17:21:12.333,1c70b1b5e71c,17,pixel_5,outdoor_urban,n77,646666,-108.2,-0.1,-10.6,0.0634,TCP,1.0,True,97.50284673010532,175.2952613651271,0.0986869074285208,0,True
2026-02-11T17:21:15.461,1c70b1b5e71c,17,pixel_5,outdoor_urban,n77,646666,-108.2,3.4,-12.1,0.0264,QUIC,1.0,False,97.50284673010532,267.4146224520905,0.1036212527999468,0,True
2026-02-11T17:21:27.585,1c70b1b5e71c,17,pixel_5,outdoor_urban,n77,646666,-108.2,4.4,-13.5,0.0544,UDP,1.0,True,97.50284673010532,120.55890435838234,0.1184242889142249,0,True
2026-02-11T17:21:37.960,1c70b1b5e71c,18,pixel_5,outdoor_urban,n77,646666,-107.0,1.7,-9.8,0.0441,TCP,1.0,True,95.3584778771964,183.15085999848185,0.096655400094186,0,True
2026-02-11T17:21:47.453,1c70b1b5e71c,18,pixel_5,outdoor_urban,n77,646666,-107.0,1.9,-11.5,0.06,QUIC,1.0,True,95.3584778771964,187.33037451419884,0.1014881700988953,0,True
2026-02-11T17:21:51.360,1c70b1b5e71c,18,pixel_5,outdoor_urban,n77,646666,-107.0,-0.1,-13.0,0.0247,UDP,1.0,True,95.3584778771964,116.17156577850466,0.1159864801130232,0,True
2026-02-11T17:21:56.525,1c70b1b5e71c,19,pixel_5,outdoor_urban,n77,646666,-106.3,-3.3,-10.9,0.0368,TCP,1.0,True,94.0613219545629,161.1690498114343,0.0954265155359016,0,True
2026-02-11T17:22:04.395,1c70b1b5e71c,19,pixel_5,outdoor_urban,n77,646666,-106.3,-1.3,-10.9,0.0218,QUIC,1.0,True,94.0613219545629,155.20051892474345,0.1001978413126967,0,True
2026-02-11T17:22:08.234,1c70b1b5e71c,19,pixel_5,outdoor_urban,n77,646666,-106.3,-0.7,-15.5,0.0667,UDP,1.0,True,94.0613219545629,115.5927782757182,0.114511818643082,0,True
2026-02-11T17:22:17.606,1c70b1b5e71c,20,pixel_5,outdoor_urban,n77,646666,-106.3,2.6,-11.9,0.0357,TCP,1.0,True,94.01426777546747,187.0647193918624,0.0953819378925481,0,True
2026-02-11T17:22:25.420,1c70b1b5e71c,20,pixel_5,outdoor_urban,n77,646666,-106.3,4.1,-10.8,0.0531,QUIC,1.0,True,94.01426777546747,175.9332204554539,0.1001510347871755,0,True
2026-02-11T17:22:33.257,1c70b1b5e71c,20,pixel_5,outdoor_urban,n77,646666,-106.3,6.1,-12.7,0.0686,UDP,1.0,True,94.01426777546747,111.4814230296124,0.1144583254710577,0,True
2026-02-11T17:22:44.513,1c70b1b5e71c,21,pixel_5,outdoor_urban,n77,646666,-104.9,1.3,-9.8,0.0136,TCP,1.0,True,91.25928452106837,165.267330735682,0.0145543907513603,0,True
2026-02-11T17:22:52.442,1c70b1b5e71c,21,pixel_5,outdoor_urban,n77,646666,-104.9,0.9,-11.2,0.0218,QUIC,1.0,True,91.25928452106837,156.6473035017452,0.0152821102889283,0,True
