timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success,scenario,bearer_type
2026-01-24T11:27:49.950,6752232d30b7,1,pixel_9,residential,n71,123400,-94.5,5.8,-10.0,0.2234,TCP,1.0,True,80.69365923439348,746.5179352356556,0.0108354527769326,0,True,Shared / Low Congestion,Shared
2026-01-24T11:27:57.334,6752232d30b7,1,pixel_9,residential,n71,123400,-94.5,6.5,-10.1,0.2234,QUIC,1.0,True,80.69365923439348,590.3585059050247,0.0113772254157792,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:03.869,6752232d30b7,1,pixel_9,residential,n71,123400,-94.5,5.9,-10.0,0.2276,UDP,1.0,True,80.69365923439348,152.93750114356675,0.0130025433323191,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:15.272,6752232d30b7,2,pixel_9,residential,n71,123400,-94.0,7.4,-12.4,0.2451,TCP,1.0,True,80.2037808598952,210.8201055905396,0.0106463403433293,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:27.307,6752232d30b7,2,pixel_9,residential,n71,123400,-94.0,8.8,-10.8,0.2468,QUIC,1.0,True,80.2037808598952,201.0927329566012,0.0111786573604958,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:34.326,6752232d30b7,2,pixel_9,residential,n71,123400,-94.0,13.5,-10.7,0.243,UDP,1.0,False,80.2037808598952,159.22474587689868,0.0127756084119952,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:38.430,6752232d30b7,3,pixel_9,residential,n71,123400,-94.0,5.2,-14.0,0.2615,TCP,1.0,True,81.01671621758207,220.9186191473236,0.0106275306286388,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:49.579,6752232d30b7,3,pixel_9,residential,n71,123400,-94.0,5.3,-9.8,0.271,QUIC,1.0,True,81.01671621758207,204.6376474786124,0.0111589071600708,0,True,Shared / Low Congestion,Shared
2026-01-24T11:28:55.350,6752232d30b7,3,pixel_9,residential,n71,123400,-94.0,2.7,-15.2,0.2707,UDP,1.0,True,81.01671621758207,164.3909593137664,0.0127530367543666,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:05.503,6752232d30b7,4,pixel_9,residential,n71,123400,-93.3,7.9,-11.5,0.3014,TCP,1.0,True,80.47337669605027,234.4698448476192,0.0103776872954179,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:11.340,6752232d30b7,4,pixel_9,residential,n71,123400,-93.3,7.1,-9.8,0.3007,QUIC,1.0,True,80.47337669605027,213.1961797718019,0.0108965716601888,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:19.062,6752232d30b7,4,pixel_9,residential,n71,123400,-93.3,10.5,-10.3,0.2875,UDP,1.0,True,80.47337669605027,172.51732126036532,0.0124532247545015,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:30.935,6752232d30b7,5,pixel_9,residential,n71,123400,-92.8,8.1,-12.7,0.2852,TCP,1.0,True,78.66412325733957,219.31304871338745,0.0101929248482163,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:41.505,6752232d30b7,5,pixel_9,residential,n71,123400,-92.8,15.7,-10.9,0.2759,QUIC,1.0,True,78.66412325733957,204.33119431787588,0.0107025710906271,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:51.173,6752232d30b7,5,pixel_9,residential,n71,123400,-92.8,4.4,-13.5,0.2776,UDP,1.0,True,78.66412325733957,170.0332997872119,0.0122315098178596,0,True,Shared / Low Congestion,Shared
2026-01-24T11:29:58.362,6752232d30b7,6,pixel_9,residential,n71,123400,-90.8,11.7,-10.7,0.2871,TCP,1.0,True,74.8684497243792,213.24271057612845,0.0094993173151757,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:03.101,6752232d30b7,6,pixel_9,residential,n71,123400,-90.8,7.6,-10.8,0.2948,QUIC,1.0,True,74.8684497243792,204.77185192628093,0.0099742831809345,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:09.840,6752232d30b7,6,pixel_9,residential,n71,123400,-90.8,13.3,-7.8,0.2905,UDP,1.0,True,74.8684497243792,166.98456124179054,0.0113991807782108,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:21.071,6752232d30b7,7,pixel_9,residential,n71,123400,-89.4,7.4,-7.9,0.2767,TCP,1.0,True,71.4976963752198,205.57935317372983,0.0089987221247916,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:31.225,6752232d30b7,7,pixel_9,residential,n71,123400,-89.4,4.5,-9.3,0.2776,QUIC,1.0,True,71.4976963752198,196.797922287742,0.0094486582310311,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:40.485,6752232d30b7,7,pixel_9,residential,n71,123400,-89.4,12.6,-10.2,0.2756,UDP,1.0,True,71.4976963752198,165.4385249417087,0.0107984665497499,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:43.498,6752232d30b7,8,pixel_9,residential,n71,123400,-91.6,14.7,-11.2,0.2805,TCP,1.0,True,76.30212338317537,225.6613072257654,0.0097606131309863,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:51.640,6752232d30b7,8,pixel_9,residential,n71,123400,-91.6,13.5,-11.1,0.2872,QUIC,1.0,True,76.30212338317537,217.33309914322592,0.0102486437875356,0,True,Shared / Low Congestion,Shared
2026-01-24T11:30:58.391,6752232d30b7,8,pixel_9,residential,n71,123400,-91.6,11.0,-9.4,0.2741,UDP,1.0,True,76.30212338317537,169.7421334715895,0.0117127357571836,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:06.423,6752232d30b7,9,pixel_9,residential,n71,123400,-92.3,10.0,-10.7,0.2782,TCP,1.0,True,77.6443889151058,243.15282358502927,0.070178346203906,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:15.411,6752232d30b7,9,pixel_9,residential,n71,123400,-92.3,12.6,-13.5,0.273,QUIC,1.0,True,77.6443889151058,207.74255995383112,0.0736872635141013,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:23.754,6752232d30b7,9,pixel_9,residential,n71,123400,-92.3,12.1,-11.0,0.2799,UDP,1.0,True,77.6443889151058,166.28290349976277,0.0842140154446872,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:29.578,6752232d30b7,10,pixel_9,residential,n71,123400,-92.8,4.6,-10.8,0.2772,TCP,1.0,True,78.85200173581417,236.24953551946604,0.0102047695398576,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:39.001,6752232d30b7,10,pixel_9,residential,n71,123400,-92.8,9.3,-11.9,0.287,QUIC,1.0,False,78.85200173581417,213.67050181290367,0.0107150080168504,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:47.931,6752232d30b7,10,pixel_9,residential,n71,123400,-92.8,9.8,-8.3,0.2829,UDP,1.0,True,78.85200173581417,170.6977882400787,0.0122457234478291,0,True,Shared / Low Congestion,Shared
2026-01-24T11:31:53.316,6752232d30b7,11,pixel_9,residential,n71,123400,-95.5,10.1,-10.4,0.3675,TCP,1.0,True,88.22349466669263,282.3972177400149,0.0111937043941973,0,True,Shared / Low Congestion,Shared
2026-01-24T11:32:02.348,6752232d30b7,11,pixel_9,residential,n71,123400,-95.5,3.4,-10.2,0.3653,QUIC,1.0,True,88.22349466669263,256.1715248379104,0.0117533896139071,0,True,Shared / Low Congestion,Shared
2026-01-24T11:32:14.436,6752232d30b7,11,pixel_9,residential,n71,123400,-95.5,7.9,-11.2,0.3651,UDP,1.0,True,88.22349466669263,200.4945156948498,0.0134324452730367,0,True,Shared / Low Congestion,Shared
2026-01-24T11:32:25.605,6752232d30b7,12,pixel_9,residential,n71,123400,-95.0,5.9,-6.3,0.3595,TCP,1.0,True,86.76376193126264,288.7600319972907,0.0109940707139518,0,True,Shared / Low Congestion,Shared
2026-01-24T11:32:31.051,6752232d30b7,12,pixel_9,residential,n71,123400,-95.0,10.7,-8.4,0.3581,QUIC,1.0,True,86.76376193126264,249.1065520250473,0.0115437742496494,0,True,Shared / Low Congestion,Shared
2026-01-24T11:32:38.142,6752232d30b7,12,pixel_9,residential,n71,123400,-95.0,3.4,-12.6,0.3616,UDP,1.0,True,86.76376193126264,196.5566625341054,0.0131928848567422,0,True,Shared / Low Congestion,Shared
