timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success,scenario
2026-01-28T20:13:03.877,302f04050ec3,1,pixel_5,residential,n71,123400,-99.5,10.9,-10.9,0.1147,TCP,1.0,True,85.968648079339,824.1586643543268,0.0126354527769326,0,True,light_load
2026-01-28T20:13:10.594,302f04050ec3,1,pixel_5,residential,n71,123400,-99.5,5.7,-12.1,0.1092,QUIC,1.0,True,85.968648079339,686.1845496613159,0.0132672254157792,0,True,light_load
2026-01-28T20:13:18.152,302f04050ec3,1,pixel_5,residential,n71,123400,-99.5,9.6,-11.2,0.106,UDP,1.0,True,85.968648079339,138.42751817268456,0.0151625433323191,0,True,light_load
2026-01-28T20:13:23.669,302f04050ec3,2,pixel_5,residential,n71,123400,-97.7,9.9,-12.6,0.1024,TCP,1.0,True,82.11188942357244,191.55805706106565,0.0119835078152019,0,True,light_load
2026-01-28T20:13:34.091,302f04050ec3,2,pixel_5,residential,n71,123400,-97.7,12.0,-10.6,0.1012,QUIC,1.0,True,82.11188942357244,154.73098164161544,0.012582683205962,0,True,light_load
2026-01-28T20:13:45.372,302f04050ec3,2,pixel_5,residential,n71,123400,-97.7,9.9,-16.7,0.1049,UDP,1.0,True,82.11188942357244,129.719796786937,0.0143802093782423,0,True,light_load
2026-01-28T20:13:52.396,302f04050ec3,3,pixel_5,residential,n71,123400,-97.0,6.2,-13.3,0.0749,TCP,1.0,True,79.64418278441293,400.0293602708288,0.011731029119557,1,True,light_load
2026-01-28T20:13:54.938,302f04050ec3,3,pixel_5,residential,n71,123400,-97.0,10.5,-9.6,0.0707,QUIC,1.0,True,79.64418278441293,171.57021565630322,0.0123175805755349,0,True,light_load
2026-01-28T20:14:03.633,302f04050ec3,3,pixel_5,residential,n71,123400,-97.0,11.5,-11.1,0.0742,UDP,1.0,True,79.64418278441293,136.95179163263458,0.0140772349434685,0,True,light_load
2026-01-28T20:14:07.720,302f04050ec3,4,pixel_5,residential,n71,123400,-96.3,3.9,-7.9,0.1096,TCP,1.0,False,79.45759109720694,265.2163548536451,0.0114679176046452,0,True,light_load
2026-01-28T20:14:17.839,302f04050ec3,4,pixel_5,residential,n71,123400,-96.3,4.8,-10.8,0.1141,QUIC,1.0,True,79.45759109720694,176.41905346371647,0.0120413134848774,0,True,light_load
2026-01-28T20:14:22.816,302f04050ec3,4,pixel_5,residential,n71,123400,-96.3,5.7,-13.4,0.1087,UDP,1.0,False,79.45759109720694,128.67641418256537,0.0137615011255742,0,True,light_load
2026-01-28T20:14:28.687,302f04050ec3,5,pixel_5,residential,n71,123400,-95.8,5.0,-11.1,0.0837,TCP,1.0,True,77.64590837782605,202.9311894362889,0.0112715565847887,0,True,light_load
2026-01-28T20:14:38.107,302f04050ec3,5,pixel_5,residential,n71,123400,-95.8,7.4,-11.4,0.0886,QUIC,1.0,True,77.64590837782605,136.60213055960486,0.0118351344140281,0,True,light_load
2026-01-28T20:14:49.127,302f04050ec3,5,pixel_5,residential,n71,123400,-95.8,6.3,-9.8,0.0851,UDP,1.0,False,77.64590837782605,135.80015021758126,0.0135258679017464,0,True,light_load
2026-01-28T20:14:57.616,302f04050ec3,6,pixel_5,residential,n71,123400,-96.5,12.1,-12.3,0.1244,TCP,1.0,True,80.54930459727592,208.90779672513048,0.0115310566165356,0,True,light_load
2026-01-28T20:15:07.868,302f04050ec3,6,pixel_5,residential,n71,123400,-96.5,14.4,-9.9,0.1168,QUIC,1.0,True,80.54930459727592,167.26324008715693,0.0121076094473623,0,True,light_load
2026-01-28T20:15:16.886,302f04050ec3,6,pixel_5,residential,n71,123400,-96.5,8.9,-13.8,0.1293,UDP,1.0,True,80.54930459727592,144.0414253282366,0.0138372679398427,0,True,light_load
2026-01-28T20:15:26.227,302f04050ec3,7,pixel_5,residential,n71,123400,-98.0,7.5,-13.8,0.1156,TCP,1.0,True,83.0910458012217,215.0325528938443,0.0120948547940678,0,True,light_load
2026-01-28T20:15:32.332,302f04050ec3,7,pixel_5,residential,n71,123400,-98.0,4.6,-12.5,0.1084,QUIC,1.0,True,83.0910458012217,235.78931230761057,0.0126995975337712,0,True,light_load
2026-01-28T20:15:35.631,302f04050ec3,7,pixel_5,residential,n71,123400,-98.0,6.3,-11.5,0.1174,UDP,1.0,True,83.0910458012217,129.38455407350492,0.0145138257528813,0,True,light_load
2026-01-28T20:15:40.698,302f04050ec3,8,pixel_5,residential,n71,123400,-98.4,4.9,-14.4,0.0767,TCP,1.0,True,82.02016800601338,187.8244845128129,0.0810788743318265,0,True,light_load
2026-01-28T20:15:49.948,302f04050ec3,8,pixel_5,residential,n71,123400,-98.4,7.6,-11.1,0.0755,QUIC,1.0,True,82.02016800601338,149.24327431779045,0.0851328180484179,0,True,light_load
2026-01-28T20:15:56.504,302f04050ec3,8,pixel_5,residential,n71,123400,-98.4,4.6,-9.7,0.0688,UDP,1.0,True,82.02016800601338,132.2074101270172,0.0972946491981918,0,True,light_load
2026-01-28T20:16:00.493,302f04050ec3,9,pixel_5,residential,n71,123400,-99.4,2.3,-7.5,0.0897,TCP,1.0,True,85.01904641726847,204.847112077767,0.0125985714785789,0,True,light_load
2026-01-28T20:16:10.880,302f04050ec3,9,pixel_5,residential,n71,123400,-99.4,4.3,-8.5,0.0951,QUIC,1.0,True,85.01904641726847,174.3743931945056,0.0132285000525078,0,True,light_load
2026-01-28T20:16:14.402,302f04050ec3,9,pixel_5,residential,n71,123400,-99.4,3.4,-12.5,0.0938,UDP,1.0,True,85.01904641726847,130.89140811787206,0.0151182857742947,0,True,light_load
2026-01-28T20:16:23.869,302f04050ec3,10,pixel_5,residential,n71,123400,-97.3,10.7,-7.7,0.0524,TCP,1.0,True,78.90252100243995,199.97238857695507,0.0118194629868391,0,True,light_load
2026-01-28T20:16:29.234,302f04050ec3,10,pixel_5,residential,n71,123400,-97.3,9.1,-9.7,0.0487,QUIC,1.0,True,78.90252100243995,150.85136894952618,0.0124104361361811,0,True,light_load
2026-01-28T20:16:33.651,302f04050ec3,10,pixel_5,residential,n71,123400,-97.3,3.8,-12.6,0.0454,UDP,1.0,True,78.90252100243995,118.76719558795644,0.014183355584207,0,True,light_load
2026-01-28T20:16:39.194,302f04050ec3,11,pixel_5,residential,n71,123400,-96.7,4.4,-11.6,0.0304,TCP,1.0,True,77.05803887853999,209.6326922396007,0.0116046921762746,0,True,light_load
2026-01-28T20:16:45.441,302f04050ec3,11,pixel_5,residential,n71,123400,-96.7,6.6,-12.4,0.0314,QUIC,1.0,True,77.05803887853999,151.13763788382732,0.0121849267850883,0,True,light_load
2026-01-28T20:16:53.491,302f04050ec3,11,pixel_5,residential,n71,123400,-96.7,10.8,-11.3,0.0293,UDP,1.0,True,77.05803887853999,129.02260131505116,0.0139256306115295,0,True,light_load
2026-01-28T20:16:56.507,302f04050ec3,12,pixel_5,residential,n71,123400,-95.0,5.5,-12.6,0.0445,TCP,1.0,True,72.85671953200497,139.73780402722116,0.0110132966121812,0,True,light_load
2026-01-28T20:17:08.402,302f04050ec3,12,pixel_5,residential,n71,123400,-95.0,8.7,-10.3,0.031,QUIC,1.0,False,72.85671953200497,123.8867978786935,0.0115639614427903,0,True,light_load
2026-01-28T20:17:18.247,302f04050ec3,12,pixel_5,residential,n71,123400,-95.0,11.3,-7.1,0.0292,UDP,1.0,True,72.85671953200497,114.09400055431286,0.0132159559346174,0,True,light_load
2026-01-28T20:17:26.374,302f04050ec3,13,pixel_5,residential,n71,123400,-92.7,9.3,-10.7,0.0859,TCP,1.0,True,68.11487944951948,174.4014305862403,0.0101691350535931,0,True,light_load
2026-01-28T20:17:35.451,302f04050ec3,13,pixel_5,residential,n71,123400,-92.7,4.9,-10.0,0.0746,QUIC,1.0,True,68.11487944951948,129.028262935321,0.0106775918062728,0,True,light_load
2026-01-28T20:17:42.323,302f04050ec3,13,pixel_5,residential,n71,123400,-92.7,5.4,-10.3,0.0561,UDP,1.0,True,68.11487944951948,109.02333680512906,0.0122029620643117,0,True,light_load
2026-01-28T20:17:50.877,302f04050ec3,14,pixel_5,residential,n71,123400,-88.8,11.1,-8.6,0.08,TCP,1.0,True,63.73876445358323,171.04978939710531,0.0087810730147505,0,True,light_load
