timestamp,session_id,upload_id,device,location,nr_band,nr_arfcn,ss_rsrp_dbm,ss_sinr_db,ss_rsrq_db,estimated_prb_util,protocol,payload_mb,connection_reuse,rtt_ms,upload_latency_ms,packet_loss_rate,retx_count,success,scenario
2026-01-06T09:40:23.814,76c7edda6735,1,pixel_5,indoor_office,n41,520000,-77.2,25.0,-10.3,0.0522,TCP,0.1,True,34.2864,174.58771920313228,0.0033,0,True,good_conditions
2026-01-06T09:40:32.026,76c7edda6735,1,pixel_5,indoor_office,n41,520000,-73.8,20.7,-6.8,0.0593,QUIC,0.1,True,34.0281,141.3198644548109,-0.0066,0,True,good_conditions
2026-01-06T09:40:41.817,76c7edda6735,1,pixel_5,indoor_office,n41,520000,-75.6,15.1,-6.8,0.0352,UDP,0.1,True,33.5732,11.741526447869688,0.0087,0,True,good_conditions
2026-01-06T09:40:52.821,76c7edda6735,2,pixel_5,indoor_office,n41,520000,-76.0,18.7,-10.7,0.0691,TCP,0.1,True,35.8512,17.641105082813088,-0.0071,0,True,good_conditions
2026-01-06T09:40:59.766,76c7edda6735,2,pixel_5,indoor_office,n41,520000,-78.3,14.4,-8.4,0.0595,QUIC,0.1,True,33.5645,13.057577688922589,0.0202,0,True,good_conditions
2026-01-06T09:41:08.298,76c7edda6735,2,pixel_5,indoor_office,n41,520000,-71.6,22.4,-8.1,0.0193,UDP,0.1,True,34.2322,11.181659639419468,0.013,0,True,good_conditions
2026-01-06T09:41:17.783,76c7edda6735,3,pixel_5,indoor_office,n41,520000,-74.1,18.0,-12.6,0.0602,TCP,0.1,True,34.5198,14.241665150731068,0.0253,0,True,good_conditions
2026-01-06T09:41:25.217,76c7edda6735,3,pixel_5,indoor_office,n41,520000,-73.5,20.1,-8.3,0.0233,QUIC,0.1,True,34.6498,14.42894287354568,0.0094,0,True,good_conditions
2026-01-06T09:41:31.964,76c7edda6735,3,pixel_5,indoor_office,n41,520000,-72.7,22.3,-9.0,0.0222,UDP,0.1,True,34.7184,11.12501029749339,0.0168,0,True,good_conditions
2026-01-06T09:41:42.745,76c7edda6735,4,pixel_5,indoor_office,n41,520000,-75.7,9.4,-6.7,0.0696,TCP,0.1,True,37.6986,20.045332339699744,0.0045,0,True,good_conditions
2026-01-06T09:41:45.539,76c7edda6735,4,pixel_5,indoor_office,n41,520000,-74.2,18.9,-4.7,0.0658,QUIC,0.1,True,34.7247,17.436313948713476,0.0106,0,True,good_conditions
2026-01-06T09:41:56.983,76c7edda6735,4,pixel_5,indoor_office,n41,520000,-75.1,16.9,-7.8,0.0691,UDP,0.1,True,33.7681,10.163002980548423,0.0193,0,True,good_conditions
2026-01-06T09:42:06.307,76c7edda6735,5,pixel_5,indoor_office,n41,520000,-76.1,19.1,-6.2,0.0256,TCP,0.1,True,34.0156,14.896248714484432,0.0253,0,True,good_conditions
2026-01-06T09:42:12.379,76c7edda6735,5,pixel_5,indoor_office,n41,520000,-76.4,16.7,-7.6,0.0327,QUIC,0.1,True,33.8047,14.284735490309574,0.0113,0,True,good_conditions
2026-01-06T09:42:23.808,76c7edda6735,5,pixel_5,indoor_office,n41,520000,-76.5,19.4,-8.8,0.0457,UDP,0.1,True,33.8562,10.152855839949202,0.0016,0,True,good_conditions
2026-01-06T09:42:35.812,76c7edda6735,6,pixel_5,indoor_office,n41,520000,-75.9,16.6,-8.8,0.0796,TCP,0.1,True,34.4572,14.636202962396029,0.0131,0,True,good_conditions
2026-01-06T09:42:44.048,76c7edda6735,6,pixel_5,indoor_office,n41,520000,-73.1,15.2,-9.9,0.0591,QUIC,0.1,True,36.2522,13.035215804878783,0.0171,0,True,good_conditions
2026-01-06T09:42:53.396,76c7edda6735,6,pixel_5,indoor_office,n41,520000,-77.5,17.0,-7.1,0.0841,UDP,0.1,True,33.9812,10.454852444901858,0.0206,0,True,good_conditions
2026-01-06T09:42:57.024,76c7edda6735,7,pixel_5,indoor_office,n41,520000,-74.3,22.7,-7.7,0.0511,TCP,0.1,False,33.0073,15.43080994015964,0.0099,0,True,good_conditions
2026-01-06T09:43:07.996,76c7edda6735,7,pixel_5,indoor_office,n41,520000,-74.7,18.4,-9.1,0.0396,QUIC,0.1,True,33.6515,12.049125418708083,0.0184,0,True,good_conditions
2026-01-06T09:43:13.213,76c7edda6735,7,pixel_5,indoor_office,n41,520000,-73.6,22.8,-8.0,0.059,UDP,0.1,True,33.7293,12.178767842310291,0.0185,0,True,good_conditions
2026-01-06T09:43:16.301,76c7edda6735,8,pixel_5,indoor_office,n41,520000,-76.4,20.7,-6.8,0.0639,TCP,0.1,True,33.9786,13.4257184220344,0.0167,0,True,good_conditions
2026-01-06T09:43:21.019,76c7edda6735,8,pixel_5,indoor_office,n41,520000,-76.1,15.7,-5.6,0.0365,QUIC,0.1,True,33.4425,15.53846395078902,0.0074,0,True,good_conditions
2026-01-06T09:43:26.619,76c7edda6735,8,pixel_5,indoor_office,n41,520000,-73.9,16.1,-8.1,0.0247,UDP,0.1,True,34.8239,11.481712017075305,0.0066,0,True,good_conditions
2026-01-06T09:43:29.723,76c7edda6735,9,pixel_5,indoor_office,n41,520000,-76.1,16.3,-9.4,0.0459,TCP,0.1,False,34.4743,17.078726065531974,0.0067,0,True,good_conditions
2026-01-06T09:43:40.919,76c7edda6735,9,pixel_5,indoor_office,n41,520000,-75.3,17.5,-8.1,0.0217,QUIC,0.1,True,35.0047,21.90748377285952,0.0191,0,True,good_conditions
2026-01-06T09:43:47.206,76c7edda6735,9,pixel_5,indoor_office,n41,520000,-74.7,18.7,-8.6,0.061,UDP,0.1,True,33.9786,9.822214481597982,0.0081,0,True,good_conditions
2026-01-06T09:43:53.384,76c7edda6735,10,pixel_5,indoor_office,n41,520000,-76.1,21.0,-9.1,0.0687,TCP,0.1,True,34.2238,18.013103571245047,0.0239,0,True,good_conditions
2026-01-06T09:44:04.541,76c7edda6735,10,pixel_5,indoor_office,n41,520000,-75.9,23.2,-5.3,0.0624,QUIC,0.1,True,33.1798,12.555563317944474,0.0162,0,True,good_conditions
2026-01-06T09:44:13.748,76c7edda6735,10,pixel_5,indoor_office,n41,520000,-74.6,17.1,-9.0,0.0742,UDP,0.1,True,35.23,10.63358447532068,0.0064,0,True,good_conditions
2026-01-06T09:44:19.745,76c7edda6735,11,pixel_5,indoor_office,n41,520000,-75.0,17.4,-6.4,0.0565,TCP,0.1,True,33.4207,12.783675832500958,0.0092,0,True,good_conditions
2026-01-06T09:44:23.140,76c7edda6735,11,pixel_5,indoor_office,n41,520000,-75.5,20.8,-7.5,0.0254,QUIC,0.1,False,34.1865,24.55140288606338,0.0062,0,True,good_conditions
2026-01-06T09:44:30.837,76c7edda6735,11,pixel_5,indoor_office,n41,520000,-76.7,13.9,-8.7,0.0529,UDP,0.1,True,32.9854,11.0801732842651,0.0153,0,True,good_conditions
2026-01-06T09:44:38.947,76c7edda6735,12,pixel_5,indoor_office,n41,520000,-74.9,21.0,-8.6,0.0418,TCP,0.1,True,35.7451,13.33766558839904,0.0181,0,True,good_conditions
2026-01-06T09:44:43.689,76c7edda6735,12,pixel_5,indoor_office,n41,520000,-75.7,22.7,-6.9,0.0222,QUIC,0.1,True,34.804,13.031851068666914,0.0141,0,True,good_conditions
2026-01-06T09:44:49.805,76c7edda6735,12,pixel_5,indoor_office,n41,520000,-73.8,21.2,-8.5,0.0745,UDP,0.1,True,34.7247,10.77389736537746,0.0225,0,True,good_conditions
2026-01-06T09:45:01.179,76c7edda6735,13,pixel_5,indoor_office,n41,520000,-78.3,12.9,-11.2,0.0651,TCP,0.1,True,34.2055,22.29409160044277,0.0027,0,True,good_conditions
